Subject ID,Subject Mass (g),Cage,Time (min),VO2 (ml/h/kg),VCO2 (ml/h/kg),H(1),RER,Feed,Water,"XY, XT (counts)",Hour,Day,Experiment Hour (hrs),Exp Day,Weight (g),XA,YA,DateOneHours,Ambulatory Movements (counts),DateHalfHours,ThirtyMinute,O2,CO2,dO2,dCO2,VO2(1),VO2(2),VO2(3),VCO2(1),VCO2(2),VCO2(3),RER,H(1),H(2),H(3),XT+YT,XT,XA,XF,YT,YA,YF,Z,CenT,CenA,CenF,PerT,PerA,PerF,DistK,DistD,Speed,Drink,Feed,Feces,Urine,Weight,Gender
DBH-CRE C74 M4,26.6,BOX2,8:35,3803,3682,19.061,0.968,9.07,10.46,492,3/4/2021 8:35,3/4/2021,69,4,26.6,203,90,3/4/2021 8:00,293,3/4/2021 8:30,8:30 AM,20.36,0.452,0.416,0.405,3803,1578,113,3682,1527,109,0.968,19.061,7.906,0.564,492,321,203,118,171,90,81,81,329,193,136,163,100,63,577516,1839,3,10.46,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,8:45,3822,3626,19.074,0.949,9.07,10.47,254,3/4/2021 8:45,3/4/2021,69,4,26.6,70,41,3/4/2021 8:00,111,3/4/2021 8:30,8:30 AM,20.37,0.443,0.413,0.396,3822,1585,113,3626,1504,107,0.949,19.074,7.912,0.565,254,155,70,85,99,41,58,78,209,84,125,45,27,18,578456,939,2,10.47,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,8:55,3975,3774,19.839,0.949,9.07,10.47,86,3/4/2021 8:55,3/4/2021,69,4,26.6,10,3,3/4/2021 8:00,13,3/4/2021 8:30,8:30 AM,20.35,0.461,0.432,0.414,3975,1649,118,3774,1565,112,0.949,19.839,8.229,0.587,86,33,10,23,53,3,50,2,86,13,73,0,0,0,578968,512,1,10.47,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,9:05,3217,3023,16.021,0.94,9.07,10.47,10,3/4/2021 9:05,3/4/2021,70,4,26.6,1,1,3/4/2021 9:00,2,3/4/2021 9:00,9:00 AM,20.43,0.379,0.349,0.332,3217,1334,95,3023,1254,89,0.94,16.021,6.645,0.474,10,9,1,8,1,1,0,18,10,2,8,0,0,0,578984,16,0,10.47,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,9:15,3204,3026,15.974,0.945,9.07,10.47,0,3/4/2021 9:15,3/4/2021,70,4,26.6,0,0,3/4/2021 9:00,0,3/4/2021 9:00,9:00 AM,20.43,0.378,0.347,0.331,3204,1329,95,3026,1255,90,0.945,15.974,6.626,0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578984,0,0,10.47,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,9:25,3117,2917,15.51,0.936,9.07,10.48,0,3/4/2021 9:25,3/4/2021,70,4,26.6,0,0,3/4/2021 9:00,0,3/4/2021 9:00,9:00 AM,20.44,0.366,0.337,0.32,3117,1293,92,2917,1210,86,0.936,15.51,6.433,0.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578984,0,0,10.48,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,9:35,3274,3003,16.223,0.917,9.07,10.48,41,3/4/2021 9:35,3/4/2021,70,4,26.6,1,0,3/4/2021 9:00,1,3/4/2021 9:30,9:30 AM,20.43,0.374,0.352,0.328,3274,1358,97,3003,1246,89,0.917,16.223,6.729,0.48,41,41,1,40,0,0,0,0,41,1,40,0,0,0,580462,1478,2,10.48,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,9:45,2999,2792,14.907,0.931,9.07,10.48,39,3/4/2021 9:45,3/4/2021,70,4,26.6,6,0,3/4/2021 9:00,6,3/4/2021 9:30,9:30 AM,20.45,0.355,0.326,0.308,2999,1244,89,2792,1158,83,0.931,14.907,6.183,0.441,39,34,6,28,5,0,5,185,39,6,33,0,0,0,580606,144,0,10.48,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,9:55,3426,3215,17.058,0.938,9.07,10.48,297,3/4/2021 9:55,3/4/2021,70,4,26.6,51,76,3/4/2021 9:00,127,3/4/2021 9:30,9:30 AM,20.41,0.396,0.368,0.35,3426,1421,101,3215,1334,95,0.938,17.058,7.076,0.505,297,95,51,44,202,76,126,93,235,87,148,62,40,22,581821,1215,2,10.48,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,10:05,3601,3363,17.912,0.934,9.07,10.51,557,3/4/2021 10:05,3/4/2021,71,4,26.6,114,149,3/4/2021 10:00,263,3/4/2021 10:00,10:00 AM,20.39,0.416,0.39,0.369,3601,1494,107,3363,1395,100,0.934,17.912,7.43,0.53,557,199,114,85,358,149,209,116,297,131,166,260,132,128,584278,2458,4,10.51,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,10:15,3397,2892,16.586,0.851,9.07,10.51,14,3/4/2021 10:15,3/4/2021,71,4,26.6,0,0,3/4/2021 10:00,0,3/4/2021 10:00,10:00 AM,20.41,0.369,0.359,0.316,3397,1409,101,2892,1199,86,0.851,16.586,6.88,0.491,14,3,0,3,11,0,11,0,14,0,14,0,0,0,584323,45,0,10.51,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,10:25,4103,3424,19.957,0.834,9.07,10.51,38,3/4/2021 10:25,3/4/2021,71,4,26.6,5,2,3/4/2021 10:00,7,3/4/2021 10:00,10:00 AM,20.33,0.433,0.435,0.376,4103,1702,121,3424,1420,101,0.834,19.957,8.278,0.591,38,17,5,12,21,2,19,3,26,3,23,12,4,8,584465,142,0,10.51,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,10:35,4286,3513,20.776,0.82,9.07,10.51,31,3/4/2021 10:35,3/4/2021,71,4,26.6,2,5,3/4/2021 10:00,7,3/4/2021 10:30,10:30 AM,20.32,0.438,0.452,0.385,4286,1778,127,3513,1457,104,0.82,20.776,8.618,0.615,31,8,2,6,23,5,18,16,0,0,0,31,7,24,584631,166,0,10.51,9.07,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,10:45,4059,3411,19.77,0.84,9.1,10.51,89,3/4/2021 10:45,3/4/2021,71,4,26.6,7,30,3/4/2021 10:00,37,3/4/2021 10:30,10:30 AM,20.35,0.424,0.432,0.375,4059,1684,120,3411,1415,101,0.84,19.77,8.2,0.585,89,14,7,7,75,30,45,15,24,13,11,65,24,41,585040,409,1,10.51,9.1,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,10:55,3509,3034,17.183,0.865,9.1,10.51,64,3/4/2021 10:55,3/4/2021,71,4,26.6,16,13,3/4/2021 10:00,29,3/4/2021 10:30,10:30 AM,20.4,0.382,0.377,0.335,3509,1455,104,3034,1258,90,0.865,17.183,7.127,0.509,64,31,16,15,33,13,20,3,47,17,30,17,12,5,585452,413,1,10.51,9.1,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,11:05,3325,2982,16.401,0.897,9.1,10.51,53,3/4/2021 11:05,3/4/2021,72,4,26.6,19,5,3/4/2021 11:00,24,3/4/2021 11:00,11:00 AM,20.42,0.372,0.355,0.326,3325,1379,98,2982,1237,88,0.897,16.401,6.803,0.485,53,45,19,26,8,5,3,2,44,17,27,9,7,2,586050,597,1,10.51,9.1,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,11:15,2984,2692,14.737,0.902,9.1,10.51,37,3/4/2021 11:15,3/4/2021,72,4,26.6,0,0,3/4/2021 11:00,0,3/4/2021 11:00,11:00 AM,20.46,0.34,0.319,0.294,2984,1238,88,2692,1117,80,0.902,14.737,6.113,0.436,37,37,0,37,0,0,0,0,37,0,37,0,0,0,586556,506,1,10.51,9.1,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,11:25,2720,2467,13.448,0.907,9.1,10.51,94,3/4/2021 11:25,3/4/2021,72,4,26.6,8,4,3/4/2021 11:00,12,3/4/2021 11:00,11:00 AM,20.49,0.317,0.293,0.271,2720,1128,81,2467,1023,73,0.907,13.448,5.578,0.398,94,85,8,77,9,4,5,46,28,5,23,66,7,59,586892,336,1,10.51,9.1,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,11:35,3256,2965,16.111,0.91,9.39,10.51,196,3/4/2021 11:35,3/4/2021,72,4,26.6,40,38,3/4/2021 11:00,78,3/4/2021 11:30,11:30 AM,20.43,0.374,0.352,0.327,3256,1351,96,2965,1230,88,0.91,16.111,6.683,0.477,196,132,40,92,64,38,26,206,51,29,22,145,49,96,587400,509,1,10.51,9.39,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,11:45,3190,2968,15.853,0.93,9.4,10.51,42,3/4/2021 11:45,3/4/2021,72,4,26.6,1,0,3/4/2021 11:00,1,3/4/2021 11:30,11:30 AM,20.43,0.374,0.347,0.328,3190,1323,94,2968,1231,88,0.93,15.853,6.575,0.469,42,39,1,38,3,0,3,1,15,0,15,27,1,26,587583,183,0,10.51,9.4,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,11:55,3007,2774,14.918,0.922,9.4,10.51,26,3/4/2021 11:55,3/4/2021,72,4,26.6,4,3,3/4/2021 11:00,7,3/4/2021 11:30,11:30 AM,20.46,0.35,0.324,0.304,3007,1247,89,2774,1151,82,0.922,14.918,6.188,0.442,26,22,4,18,4,3,1,0,7,2,5,19,5,14,587671,88,0,10.51,9.4,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,12:05,3061,2831,15.196,0.925,9.44,10.63,141,3/4/2021 12:05,3/4/2021,73,4,26.6,13,17,3/4/2021 12:00,30,3/4/2021 12:00,12:00 PM,20.45,0.356,0.33,0.31,3061,1270,91,2831,1174,84,0.925,15.196,6.303,0.45,141,100,13,87,41,17,24,72,23,11,12,118,19,99,588001,330,1,10.63,9.44,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,12:15,3373,3181,16.811,0.943,9.7,10.71,267,3/4/2021 12:15,3/4/2021,73,4,26.6,47,62,3/4/2021 12:00,109,3/4/2021 12:00,12:00 PM,20.42,0.393,0.364,0.348,3373,1399,100,3181,1320,94,0.943,16.811,6.973,0.498,267,133,47,86,134,62,72,197,117,67,50,150,42,108,588959,957,2,10.71,9.7,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,12:25,3517,3324,17.538,0.945,9.7,10.76,34,3/4/2021 12:25,3/4/2021,73,4,26.6,2,0,3/4/2021 12:00,2,3/4/2021 12:00,12:00 PM,20.4,0.41,0.382,0.365,3517,1459,104,3324,1379,98,0.945,17.538,7.274,0.519,34,34,2,32,0,0,0,0,33,1,32,1,1,0,589317,358,1,10.76,9.7,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,12:35,3276,3055,16.29,0.933,9.7,10.79,2,3/4/2021 12:35,3/4/2021,73,4,26.6,0,0,3/4/2021 12:00,0,3/4/2021 12:30,12:30 PM,20.42,0.384,0.358,0.339,3276,1359,97,3055,1267,90,0.933,16.29,6.757,0.482,2,2,0,2,0,0,0,0,2,0,2,0,0,0,589323,6,0,10.79,9.7,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,12:45,3010,2809,14.967,0.933,9.7,10.79,0,3/4/2021 12:45,3/4/2021,73,4,26.6,0,0,3/4/2021 12:00,0,3/4/2021 12:30,12:30 PM,20.46,0.35,0.322,0.305,3010,1248,89,2809,1165,83,0.933,14.967,6.208,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589323,0,0,10.79,9.7,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,12:55,2901,2703,14.423,0.932,9.7,10.79,21,3/4/2021 12:55,3/4/2021,73,4,26.6,5,0,3/4/2021 12:00,5,3/4/2021 12:30,12:30 PM,20.46,0.35,0.323,0.305,2901,1203,86,2703,1121,80,0.932,14.423,5.982,0.427,21,21,5,16,0,0,0,0,21,5,16,0,0,0,589861,538,1,10.79,9.7,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,13:05,3532,3398,17.678,0.962,9.92,10.9,236,3/4/2021 13:05,3/4/2021,74,4,26.6,75,25,3/4/2021 13:00,100,3/4/2021 13:00,1:00 PM,20.4,0.419,0.386,0.374,3532,1465,105,3398,1410,101,0.962,17.678,7.333,0.523,236,149,75,74,87,25,62,108,84,51,33,152,49,103,590646,785,1,10.9,9.92,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,13:15,3801,3600,18.961,0.947,9.96,11.11,636,3/4/2021 13:15,3/4/2021,74,4,26.6,195,172,3/4/2021 13:00,367,3/4/2021 13:00,1:00 PM,20.37,0.438,0.41,0.393,3801,1577,113,3600,1493,107,0.947,18.961,7.865,0.561,636,309,195,114,327,172,155,133,416,221,195,220,146,74,594861,4215,7,11.11,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,13:25,3802,3619,18.986,0.952,9.96,11.11,301,3/4/2021 13:25,3/4/2021,74,4,26.6,117,34,3/4/2021 13:00,151,3/4/2021 13:00,1:00 PM,20.37,0.443,0.414,0.398,3802,1577,113,3619,1501,107,0.952,18.986,7.875,0.562,301,201,117,84,100,34,66,24,225,109,116,76,42,34,596146,1286,2,11.11,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,13:35,4047,3824,20.179,0.945,9.96,11.11,42,3/4/2021 13:35,3/4/2021,74,4,26.6,5,0,3/4/2021 13:00,5,3/4/2021 13:30,1:30 PM,20.34,0.465,0.439,0.419,4047,1679,120,3824,1586,113,0.945,20.179,8.37,0.597,42,34,5,29,8,0,8,0,33,2,31,9,3,6,596341,195,0,11.11,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,13:45,3401,3227,16.972,0.949,9.96,11.11,17,3/4/2021 13:45,3/4/2021,74,4,26.6,0,0,3/4/2021 13:00,0,3/4/2021 13:30,1:30 PM,20.41,0.398,0.368,0.353,3401,1411,101,3227,1339,96,0.949,16.972,7.04,0.502,17,6,0,6,11,0,11,0,11,0,11,6,0,6,596397,56,0,11.11,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,13:55,3258,3067,16.231,0.941,9.96,11.11,5,3/4/2021 13:55,3/4/2021,74,4,26.6,0,0,3/4/2021 13:00,0,3/4/2021 13:30,1:30 PM,20.43,0.383,0.354,0.338,3258,1351,96,3067,1272,91,0.941,16.231,6.732,0.48,5,0,0,0,5,0,5,0,5,0,5,0,0,0,596424,27,0,11.11,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,14:05,3094,2943,15.448,0.951,9.96,11.11,111,3/4/2021 14:05,3/4/2021,75,4,26.6,5,0,3/4/2021 14:00,5,3/4/2021 14:00,2:00 PM,20.44,0.369,0.337,0.324,3094,1283,92,2943,1221,87,0.951,15.448,6.407,0.457,111,72,5,67,39,0,39,0,57,3,54,54,2,52,596832,409,1,11.11,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,14:15,3325,3172,16.614,0.954,9.96,11.11,3,3/4/2021 14:15,3/4/2021,75,4,26.6,0,0,3/4/2021 14:00,0,3/4/2021 14:00,2:00 PM,20.42,0.396,0.365,0.351,3325,1379,98,3172,1316,94,0.954,16.614,6.891,0.492,3,3,0,3,0,0,0,0,3,0,3,0,0,0,596852,20,0,11.11,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,14:25,3069,2878,15.278,0.938,9.96,11.21,1,3/4/2021 14:25,3/4/2021,75,4,26.6,0,0,3/4/2021 14:00,0,3/4/2021 14:00,2:00 PM,20.45,0.359,0.331,0.314,3069,1273,91,2878,1194,85,0.938,15.278,6.337,0.452,1,1,0,1,0,0,0,0,1,0,1,0,0,0,596856,4,0,11.21,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,14:35,3073,2912,15.331,0.948,9.96,11.21,16,3/4/2021 14:35,3/4/2021,75,4,26.6,2,0,3/4/2021 14:00,2,3/4/2021 14:30,2:30 PM,20.44,0.371,0.34,0.326,3073,1275,91,2912,1208,86,0.948,15.331,6.359,0.454,16,12,2,10,4,0,4,0,12,1,11,4,1,3,596921,65,0,11.21,9.96,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,14:45,3190,3036,15.93,0.952,9.98,11.21,204,3/4/2021 14:45,3/4/2021,75,4,26.6,80,6,3/4/2021 14:00,86,3/4/2021 14:30,2:30 PM,20.44,0.379,0.348,0.335,3190,1323,94,3036,1259,90,0.952,15.93,6.608,0.472,204,183,80,103,21,6,15,161,76,41,35,128,45,83,597395,474,1,11.21,9.98,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,14:55,3798,3641,18.995,0.959,10.3,11.37,610,3/4/2021 14:55,3/4/2021,75,4,26.6,207,128,3/4/2021 14:00,335,3/4/2021 14:30,2:30 PM,20.37,0.441,0.411,0.397,3798,1575,112,3641,1510,108,0.959,18.995,7.879,0.562,610,337,207,130,273,128,145,69,356,218,138,254,117,137,599620,2224,4,11.37,10.3,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,15:05,3934,3782,19.685,0.961,10.32,11.61,726,3/4/2021 15:05,3/4/2021,76,4,26.6,194,207,3/4/2021 15:00,401,3/4/2021 15:00,3:00 PM,20.35,0.462,0.43,0.417,3934,1632,116,3782,1569,112,0.961,19.685,8.165,0.583,726,314,194,120,412,207,205,31,499,274,225,227,127,100,602663,3043,5,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,15:15,4108,3958,20.567,0.964,10.32,11.61,100,3/4/2021 15:15,3/4/2021,76,4,26.6,9,14,3/4/2021 15:00,23,3/4/2021 15:00,3:00 PM,20.34,0.479,0.447,0.434,4108,1704,122,3958,1642,117,0.964,20.567,8.531,0.609,100,84,9,75,16,14,2,1,87,13,74,13,10,3,603581,918,2,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,15:25,3679,3522,18.396,0.957,10.32,11.61,2,3/4/2021 15:25,3/4/2021,76,4,26.6,0,0,3/4/2021 15:00,0,3/4/2021 15:00,3:00 PM,20.38,0.431,0.4,0.386,3679,1526,109,3522,1461,104,0.957,18.396,7.63,0.545,2,2,0,2,0,0,0,0,2,0,2,0,0,0,603589,8,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,15:35,3249,3104,16.238,0.955,10.32,11.61,30,3/4/2021 15:35,3/4/2021,76,4,26.6,1,0,3/4/2021 15:00,1,3/4/2021 15:30,3:30 PM,20.43,0.389,0.356,0.344,3249,1348,96,3104,1288,92,0.955,16.238,6.735,0.481,30,30,1,29,0,0,0,0,2,0,2,28,1,27,603597,8,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,15:45,3091,2974,15.473,0.962,10.32,11.61,7,3/4/2021 15:45,3/4/2021,76,4,26.6,0,0,3/4/2021 15:00,0,3/4/2021 15:30,3:30 PM,20.45,0.369,0.334,0.324,3091,1282,92,2974,1234,88,0.962,15.473,6.418,0.458,7,7,0,7,0,0,0,0,0,0,0,7,0,7,603597,0,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,15:55,2920,2822,14.63,0.966,10.32,11.61,57,3/4/2021 15:55,3/4/2021,76,4,26.6,4,0,3/4/2021 15:00,4,3/4/2021 15:30,3:30 PM,20.46,0.356,0.32,0.311,2920,1211,86,2822,1170,84,0.966,14.63,6.068,0.433,57,57,4,53,0,0,0,0,39,2,37,18,2,16,604065,468,1,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,16:05,3399,3256,16.998,0.958,10.32,11.61,20,3/4/2021 16:05,3/4/2021,77,4,26.6,0,0,3/4/2021 16:00,0,3/4/2021 16:00,4:00 PM,20.41,0.404,0.372,0.36,3399,1410,101,3256,1351,96,0.958,16.998,7.051,0.503,20,20,0,20,0,0,0,0,0,0,0,20,0,20,604065,0,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,16:15,3035,2869,15.136,0.945,10.32,11.61,7,3/4/2021 16:15,3/4/2021,77,4,26.6,1,0,3/4/2021 16:00,1,3/4/2021 16:00,4:00 PM,20.46,0.359,0.328,0.314,3035,1259,90,2869,1190,85,0.945,15.136,6.278,0.448,7,7,1,6,0,0,0,0,1,1,0,6,0,6,604069,4,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,16:25,3151,3026,15.766,0.96,10.32,11.61,3,3/4/2021 16:25,3/4/2021,77,4,26.6,0,0,3/4/2021 16:00,0,3/4/2021 16:00,4:00 PM,20.44,0.377,0.343,0.332,3151,1307,93,3026,1255,90,0.96,15.766,6.54,0.467,3,3,0,3,0,0,0,0,3,0,3,0,0,0,604165,96,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,16:35,3091,2923,15.415,0.946,10.32,11.61,19,3/4/2021 16:35,3/4/2021,77,4,26.6,2,0,3/4/2021 16:00,2,3/4/2021 16:30,4:30 PM,20.45,0.364,0.334,0.319,3091,1282,91,2923,1212,87,0.946,15.415,6.394,0.456,19,18,2,16,1,0,1,2,16,1,15,3,1,2,604302,137,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,16:45,2959,2821,14.78,0.953,10.32,11.61,23,3/4/2021 16:45,3/4/2021,77,4,26.6,7,0,3/4/2021 16:00,7,3/4/2021 16:30,4:30 PM,20.46,0.355,0.322,0.31,2959,1227,88,2821,1170,83,0.953,14.78,6.131,0.437,23,20,7,13,3,0,3,3,13,3,10,10,4,6,604634,332,1,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,16:55,2986,2836,14.906,0.95,10.32,11.61,9,3/4/2021 16:55,3/4/2021,77,4,26.6,2,0,3/4/2021 16:00,2,3/4/2021 16:30,4:30 PM,20.46,0.36,0.327,0.314,2986,1239,88,2836,1176,84,0.95,14.906,6.183,0.441,9,9,2,7,0,0,0,0,2,1,1,7,1,6,604642,8,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,17:05,3103,2949,15.489,0.95,10.32,11.61,95,3/4/2021 17:05,3/4/2021,78,4,26.6,5,0,3/4/2021 17:00,5,3/4/2021 17:00,5:00 PM,20.44,0.369,0.336,0.323,3103,1287,92,2949,1223,87,0.95,15.489,6.425,0.458,95,94,5,89,1,0,1,0,9,3,6,86,2,84,604691,49,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,17:15,3675,3528,18.384,0.96,10.32,11.61,44,3/4/2021 17:15,3/4/2021,78,4,26.6,3,0,3/4/2021 17:00,3,3/4/2021 17:00,5:00 PM,20.38,0.434,0.402,0.389,3675,1524,109,3528,1463,104,0.96,18.384,7.625,0.544,44,37,3,34,7,0,7,0,15,1,14,29,2,27,604779,88,0,11.61,10.32,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,17:25,3427,3183,17.024,0.929,10.48,11.61,389,3/4/2021 17:25,3/4/2021,78,4,26.6,124,109,3/4/2021 17:00,233,3/4/2021 17:00,5:00 PM,20.41,0.397,0.373,0.352,3427,1421,101,3183,1320,94,0.929,17.024,7.061,0.504,389,200,124,76,189,109,80,96,159,112,47,230,121,109,605941,1162,2,11.61,10.48,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,17:35,3718,3517,18.542,0.946,10.53,11.61,458,3/4/2021 17:35,3/4/2021,78,4,26.6,133,132,3/4/2021 17:00,265,3/4/2021 17:30,5:30 PM,20.38,0.431,0.404,0.386,3718,1542,110,3517,1459,104,0.946,18.542,7.691,0.549,458,241,133,108,217,132,85,58,295,189,106,163,76,87,607592,1651,3,11.61,10.53,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,17:45,3801,3645,19.012,0.959,10.53,11.61,20,3/4/2021 17:45,3/4/2021,78,4,26.6,1,0,3/4/2021 17:00,1,3/4/2021 17:30,5:30 PM,20.36,0.452,0.421,0.407,3801,1577,113,3645,1512,108,0.959,19.012,7.886,0.563,20,11,1,10,9,0,9,0,15,1,14,5,0,5,607704,112,0,11.61,10.53,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,17:55,3581,3408,17.883,0.952,10.53,11.61,4,3/4/2021 17:55,3/4/2021,78,4,26.6,1,0,3/4/2021 17:00,1,3/4/2021 17:30,5:30 PM,20.39,0.421,0.391,0.376,3581,1485,106,3408,1414,101,0.952,17.883,7.418,0.529,4,4,1,3,0,0,0,0,2,0,2,2,1,1,607730,26,0,11.61,10.53,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,18:05,3186,3000,15.876,0.941,10.53,11.62,29,3/4/2021 18:05,3/4/2021,79,4,26.6,1,0,3/4/2021 18:00,1,3/4/2021 18:00,6:00 PM,20.43,0.376,0.346,0.33,3186,1322,94,3000,1244,89,0.941,15.876,6.585,0.47,29,29,1,28,0,0,0,0,29,1,28,0,0,0,608234,504,1,11.62,10.53,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,18:15,3451,3228,17.172,0.935,10.53,11.63,63,3/4/2021 18:15,3/4/2021,79,4,26.6,6,0,3/4/2021 18:00,6,3/4/2021 18:00,6:00 PM,20.41,0.398,0.373,0.353,3451,1432,102,3228,1339,96,0.935,17.172,7.123,0.508,63,31,6,25,32,0,32,2,56,3,53,7,3,4,608782,548,1,11.63,10.53,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,18:25,4161,4004,20.828,0.962,10.53,11.63,306,3/4/2021 18:25,3/4/2021,79,4,26.6,71,64,3/4/2021 18:00,135,3/4/2021 18:00,6:00 PM,20.33,0.485,0.454,0.44,4161,1726,123,4004,1661,119,0.962,20.828,8.639,0.617,306,185,71,114,121,64,57,84,103,36,67,203,99,104,610107,1325,2,11.63,10.53,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,18:35,3922,3731,19.582,0.951,10.83,11.72,696,3/4/2021 18:35,3/4/2021,79,4,26.6,222,219,3/4/2021 18:00,441,3/4/2021 18:30,6:30 PM,20.35,0.458,0.429,0.412,3922,1627,116,3731,1548,110,0.951,19.582,8.122,0.58,696,309,222,87,387,219,168,258,265,204,61,431,237,194,612722,2614,4,11.72,10.83,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,18:45,4180,4019,20.92,0.961,10.84,11.72,83,3/4/2021 18:45,3/4/2021,79,4,26.6,4,0,3/4/2021 18:00,4,3/4/2021 18:30,6:30 PM,20.32,0.49,0.458,0.444,4180,1734,124,4019,1667,119,0.961,20.92,8.677,0.619,83,69,4,65,14,0,14,0,83,4,79,0,0,0,613530,808,1,11.72,10.84,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,18:55,4081,3867,20.361,0.947,10.84,11.73,11,3/4/2021 18:55,3/4/2021,79,4,26.6,3,1,3/4/2021 18:00,4,3/4/2021 18:30,6:30 PM,20.34,0.473,0.445,0.426,4081,1693,121,3867,1604,114,0.947,20.361,8.446,0.603,11,9,3,6,2,1,1,0,9,3,6,2,1,1,613617,87,0,11.73,10.84,0,0,26.6,M
DBH-CRE C74 M4,26.6,BOX2,19:05,4085,3964,20.485,0.97,10.94,11.73,264,3/4/2021 19:05,3/4/2021,80,4,26.6,49,44,3/4/2021 19:00,93,3/4/2021 19:00,7:00 PM,20.34,0.478,0.441,0.431,4085,1695,121,3964,1644,117,0.97,20.485,8.497,0.606,264,122,49,73,142,44,98,78,50,26,24,214,67,147,614375,758,1,11.73,10.94,0,0,26.6,M
