Subject ID,Subject Mass (g),Cage,Time (min),VO2 (ml/h/kg),VCO2 (ml/h/kg),H(1),RER,Feed,Water,"XY, XT (counts)",Hour,Day,Experiment Hour (hrs),Exp Day,Weight (g),XA,YA,DateOneHours,Ambulatory Movements (counts),DateHalfHours,ThirtyMinute,O2,CO2,dO2,dCO2,VO2(1),VO2(2),VO2(3),VCO2(1),VCO2(2),VCO2(3),RER,H(1),H(2),H(3),XT+YT,XT,XA,XF,YT,YA,YF,Z,CenT,CenA,CenF,PerT,PerA,PerF,DistK,DistD,Speed,Drink,Feed,Feces,Urine,Weight,Gender
DBH-CRE C74 M2,28.7,BOX 1,11:05,1823,1612,8.969,0.884,0,0.05,899,3/1/2021 11:05,3/1/2021,0,1,28.7,392,216,3/1/2021 11:00,608,3/1/2021 11:00,11:00:00 AM,20.58,0.227,0.187,0.169,1823,751,52,1612,663,46,0.884,8.969,3.692,0.257,899,544,392,152,355,216,139,136,566,400,166,333,208,125,4599,4599,8,0.05,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,11:15,2969,2552,14.522,0.859,0,0.05,530,3/1/2021 11:15,3/1/2021,0,1,28.7,216,107,3/1/2021 11:00,323,3/1/2021 11:00,11:00:00 AM,20.46,0.335,0.31,0.275,2969,1222,85,2552,1050,73,0.859,14.522,5.977,0.417,530,317,216,101,213,107,106,99,269,183,86,261,140,121,7615,3016,5,0.05,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,11:25,3795,3280,18.583,0.864,0,0.06,654,3/1/2021 11:25,3/1/2021,0,1,28.7,253,181,3/1/2021 11:00,434,3/1/2021 11:00,11:00:00 AM,20.38,0.404,0.388,0.345,3795,1562,109,3280,1350,94,0.864,18.583,7.648,0.533,654,368,253,115,286,181,105,111,358,256,102,296,178,118,11194,3579,6,0.06,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,11:35,3689,3109,17.977,0.843,0,0.06,501,3/1/2021 11:35,3/1/2021,0,1,28.7,196,124,3/1/2021 11:00,320,3/1/2021 11:30,11:30 AM,20.4,0.382,0.376,0.328,3689,1518,106,3109,1280,89,0.843,17.977,7.399,0.516,501,285,196,89,216,124,92,85,260,181,79,241,139,102,13554,2360,4,0.06,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,11:45,3339,2817,16.275,0.844,0,0.06,429,3/1/2021 11:45,3/1/2021,0,1,28.7,154,91,3/1/2021 11:00,245,3/1/2021 11:30,11:30 AM,20.43,0.351,0.345,0.301,3339,1374,96,2817,1160,81,0.844,16.275,6.699,0.467,429,250,154,96,179,91,88,90,234,150,84,195,95,100,16249,2695,4,0.06,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,11:55,3180,2654,15.467,0.835,0,0.07,291,3/1/2021 11:55,3/1/2021,0,1,28.7,96,50,3/1/2021 11:00,146,3/1/2021 11:30,11:30 AM,20.45,0.333,0.329,0.284,3180,1309,91,2654,1092,76,0.835,15.467,6.366,0.444,291,173,96,77,118,50,68,55,82,50,32,209,96,113,19111,2862,5,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,12:05,3004,2451,14.551,0.816,0,0.07,323,3/1/2021 12:05,3/1/2021,1,1,28.7,102,66,3/1/2021 12:00,168,3/1/2021 12:00,12:00 PM,20.47,0.31,0.308,0.261,3004,1237,86,2451,1009,70,0.816,14.551,5.989,0.418,323,181,102,79,142,66,76,44,142,82,60,181,86,95,21236,2125,4,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,12:15,2774,2249,13.421,0.811,0,0.07,180,3/1/2021 12:15,3/1/2021,1,1,28.7,25,46,3/1/2021 12:00,71,3/1/2021 12:00,12:00 PM,20.5,0.288,0.284,0.24,2774,1142,80,2249,926,65,0.811,13.421,5.524,0.385,180,86,25,61,94,46,48,21,97,34,63,83,37,46,23675,2439,4,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,12:25,2411,1904,11.608,0.79,0,0.07,28,3/1/2021 12:25,3/1/2021,1,1,28.7,0,0,3/1/2021 12:00,0,3/1/2021 12:00,12:00 PM,20.53,0.252,0.246,0.204,2411,992,69,1904,784,55,0.79,11.608,4.778,0.333,28,11,0,11,17,0,17,0,0,0,0,28,0,28,24264,589,1,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,12:35,2102,1608,10.062,0.765,0,0.07,265,3/1/2021 12:35,3/1/2021,1,1,28.7,58,73,3/1/2021 12:00,131,3/1/2021 12:30,12:30 PM,20.57,0.219,0.212,0.171,2102,865,60,1608,662,46,0.765,10.062,4.141,0.289,265,112,58,54,153,73,80,21,132,82,50,133,49,84,28805,4542,8,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,12:45,2918,2250,13.99,0.771,0,0.07,260,3/1/2021 12:45,3/1/2021,1,1,28.7,61,101,3/1/2021 12:00,162,3/1/2021 12:30,12:30 PM,20.49,0.287,0.295,0.239,2918,1201,84,2250,926,65,0.771,13.99,5.758,0.402,260,87,61,26,173,101,72,26,157,112,45,103,50,53,31979,3174,5,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,12:55,2325,1742,11.089,0.749,0,0.07,55,3/1/2021 12:55,3/1/2021,1,1,28.7,1,0,3/1/2021 12:00,1,3/1/2021 12:30,12:30 PM,20.55,0.234,0.235,0.186,2325,957,67,1742,717,50,0.749,11.089,4.564,0.318,55,37,1,36,18,0,18,0,37,1,36,18,0,18,34076,2096,3,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,13:05,2178,1592,10.345,0.731,0,0.07,10,3/1/2021 13:05,3/1/2021,2,1,28.7,0,3,3/1/2021 13:00,3,3/1/2021 13:00,1:00 PM,20.56,0.217,0.219,0.169,2178,897,63,1592,655,46,0.731,10.345,4.258,0.297,10,0,0,0,10,3,7,0,7,2,5,3,1,2,34330,254,0,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,13:15,2242,1627,10.634,0.726,0,0.07,83,3/1/2021 13:15,3/1/2021,2,1,28.7,13,23,3/1/2021 13:00,36,3/1/2021 13:00,1:00 PM,20.56,0.219,0.224,0.173,2242,923,64,1627,670,47,0.726,10.634,4.377,0.305,83,36,13,23,47,23,24,6,59,23,36,24,13,11,35828,1499,2,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,13:25,2358,1769,11.249,0.75,0,0.07,156,3/1/2021 13:25,3/1/2021,2,1,28.7,25,48,3/1/2021 13:00,73,3/1/2021 13:00,1:00 PM,20.54,0.236,0.239,0.189,2358,970,68,1769,728,51,0.75,11.249,4.63,0.323,156,52,25,27,104,48,56,17,77,40,37,79,33,46,38952,3123,5,0.07,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,13:35,3053,2357,14.64,0.772,0,0.08,365,3/1/2021 13:35,3/1/2021,2,1,28.7,111,94,3/1/2021 13:00,205,3/1/2021 13:30,1:30 PM,20.47,0.297,0.31,0.251,3053,1257,88,2357,970,68,0.772,14.64,6.026,0.42,365,189,111,78,176,94,82,40,226,126,100,139,79,60,41716,2765,5,0.08,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,13:45,3528,2763,16.961,0.783,0,0.14,444,3/1/2021 13:45,3/1/2021,2,1,28.7,150,111,3/1/2021 13:00,261,3/1/2021 13:30,1:30 PM,20.42,0.341,0.359,0.295,3528,1452,101,2763,1137,79,0.783,16.961,6.981,0.487,444,238,150,88,206,111,95,67,260,164,96,184,97,87,43765,2049,3,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,13:55,3295,2526,15.781,0.767,0,0.14,357,3/1/2021 13:55,3/1/2021,2,1,28.7,110,82,3/1/2021 13:00,192,3/1/2021 13:30,1:30 PM,20.45,0.313,0.33,0.266,3295,1356,95,2526,1040,72,0.767,15.781,6.495,0.453,357,199,110,89,158,82,76,57,198,119,79,159,73,86,45450,1685,3,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,14:05,2869,2202,13.741,0.768,0,0.14,354,3/1/2021 14:05,3/1/2021,3,1,28.7,88,90,3/1/2021 14:00,178,3/1/2021 14:00,2:00 PM,20.49,0.282,0.291,0.235,2869,1181,82,2202,907,63,0.768,13.741,5.656,0.394,354,176,88,88,178,90,88,29,194,100,94,160,78,82,48312,2862,5,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,14:15,2738,2077,13.089,0.758,0,0.14,116,3/1/2021 14:15,3/1/2021,3,1,28.7,6,23,3/1/2021 14:00,29,3/1/2021 14:00,2:00 PM,20.51,0.267,0.276,0.22,2738,1127,79,2077,855,60,0.758,13.089,5.387,0.376,116,38,6,32,78,23,55,3,56,16,40,60,13,47,50882,2570,4,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,14:25,2466,1845,11.761,0.748,0,0.14,109,3/1/2021 14:25,3/1/2021,3,1,28.7,0,50,3/1/2021 14:00,50,3/1/2021 14:00,2:00 PM,20.53,0.242,0.248,0.196,2466,1015,71,1845,760,53,0.748,11.761,4.841,0.338,109,6,0,6,103,50,53,0,71,26,45,38,24,14,54983,4101,7,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,14:35,2041,1510,9.713,0.74,0,0.14,64,3/1/2021 14:35,3/1/2021,3,1,28.7,4,14,3/1/2021 14:00,18,3/1/2021 14:30,2:30 PM,20.58,0.205,0.203,0.159,2041,840,59,1510,621,43,0.74,9.713,3.998,0.279,64,14,4,10,50,14,36,0,37,11,26,27,7,20,57012,2028,3,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,14:45,2286,1693,10.881,0.741,0,0.14,26,3/1/2021 14:45,3/1/2021,3,1,28.7,1,5,3/1/2021 14:00,6,3/1/2021 14:30,2:30 PM,20.55,0.227,0.231,0.181,2286,941,66,1693,697,49,0.741,10.881,4.478,0.312,26,1,1,0,25,5,20,0,18,3,15,8,3,5,59327,2316,4,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,14:55,2277,1657,10.805,0.728,0,0.14,26,3/1/2021 14:55,3/1/2021,3,1,28.7,2,2,3/1/2021 14:00,4,3/1/2021 14:30,2:30 PM,20.55,0.224,0.23,0.177,2277,937,65,1657,682,48,0.728,10.805,4.447,0.31,26,10,2,8,16,2,14,0,11,3,8,15,1,14,60149,822,1,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,15:05,2284,1641,10.817,0.718,0,0.14,38,3/1/2021 15:05,3/1/2021,4,1,28.7,0,14,3/1/2021 15:00,14,3/1/2021 15:00,3:00 PM,20.55,0.223,0.229,0.175,2284,940,66,1641,675,47,0.718,10.817,4.452,0.31,38,7,0,7,31,14,17,0,22,8,14,16,6,10,60641,492,1,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,15:15,2207,1607,10.475,0.728,0,0.14,103,3/1/2021 15:15,3/1/2021,4,1,28.7,11,26,3/1/2021 15:00,37,3/1/2021 15:00,3:00 PM,20.56,0.22,0.223,0.172,2207,908,63,1607,662,46,0.728,10.475,4.311,0.301,103,35,11,24,68,26,42,0,58,26,32,45,11,34,61977,1337,2,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,15:25,2321,1734,11.064,0.747,0,0.14,427,3/1/2021 15:25,3/1/2021,4,1,28.7,96,156,3/1/2021 15:00,252,3/1/2021 15:00,3:00 PM,20.55,0.232,0.233,0.184,2321,955,67,1734,714,50,0.747,11.064,4.554,0.318,427,160,96,64,267,156,111,37,251,154,97,176,98,78,65477,3499,6,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,15:35,3030,2290,14.476,0.756,0,0.14,41,3/1/2021 15:35,3/1/2021,4,1,28.7,0,2,3/1/2021 15:00,2,3/1/2021 15:30,3:30 PM,20.48,0.29,0.306,0.244,3030,1247,87,2290,943,66,0.756,14.476,5.958,0.415,41,5,0,5,36,2,34,0,40,1,39,1,1,0,68788,3311,6,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,15:45,2315,1694,10.998,0.732,0,0.14,2,3/1/2021 15:45,3/1/2021,4,1,28.7,0,0,3/1/2021 15:00,0,3/1/2021 15:30,3:30 PM,20.55,0.225,0.232,0.18,2315,953,66,1694,697,49,0.732,10.998,4.527,0.316,2,2,0,2,0,0,0,0,2,0,2,0,0,0,68794,6,0,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,15:55,2152,1547,10.193,0.719,0,0.14,20,3/1/2021 15:55,3/1/2021,4,1,28.7,0,4,3/1/2021 15:00,4,3/1/2021 15:30,3:30 PM,20.57,0.21,0.214,0.163,2152,886,62,1547,637,44,0.719,10.193,4.195,0.293,20,1,0,1,19,4,15,0,10,2,8,10,2,8,69006,212,0,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,16:05,2242,1617,10.624,0.722,0,0.14,28,3/1/2021 16:05,3/1/2021,5,1,28.7,2,4,3/1/2021 16:00,6,3/1/2021 16:00,4:00 PM,20.56,0.218,0.226,0.173,2242,923,64,1617,666,46,0.722,10.624,4.373,0.305,28,3,2,1,25,4,21,0,15,4,11,13,2,11,69370,364,1,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,16:15,2451,1796,11.648,0.733,0,0.14,12,3/1/2021 16:15,3/1/2021,5,1,28.7,0,0,3/1/2021 16:00,0,3/1/2021 16:00,4:00 PM,20.54,0.237,0.247,0.192,2451,1009,70,1796,739,52,0.733,11.648,4.794,0.334,12,12,0,12,0,0,0,0,12,0,12,0,0,0,70193,824,1,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,16:25,2338,1723,11.12,0.737,0,0.14,69,3/1/2021 16:25,3/1/2021,5,1,28.7,0,32,3/1/2021 16:00,32,3/1/2021 16:00,4:00 PM,20.55,0.228,0.234,0.183,2338,962,67,1723,709,49,0.737,11.12,4.577,0.319,69,15,0,15,54,32,22,1,43,16,27,26,16,10,70790,597,1,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,16:35,2491,1831,11.844,0.735,0,0.14,42,3/1/2021 16:35,3/1/2021,5,1,28.7,8,7,3/1/2021 16:00,15,3/1/2021 16:30,4:30 PM,20.53,0.241,0.251,0.196,2491,1025,72,1831,754,53,0.735,11.844,4.875,0.34,42,15,8,7,27,7,20,66,21,10,11,21,5,16,71184,394,1,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,16:45,2486,1832,11.825,0.737,0,0.14,378,3/1/2021 16:45,3/1/2021,5,1,28.7,116,82,3/1/2021 16:00,198,3/1/2021 16:30,4:30 PM,20.53,0.242,0.251,0.196,2486,1023,71,1832,754,53,0.737,11.825,4.867,0.339,378,194,116,78,184,82,102,88,214,112,102,164,86,78,73741,2557,4,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,16:55,3112,2357,14.871,0.758,0,0.14,272,3/1/2021 16:55,3/1/2021,5,1,28.7,99,53,3/1/2021 16:00,152,3/1/2021 16:30,4:30 PM,20.47,0.298,0.316,0.252,3112,1281,89,2357,970,68,0.758,14.871,6.121,0.427,272,175,99,76,97,53,44,26,192,101,91,80,51,29,75454,1713,3,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,17:05,3031,2259,14.443,0.745,0,0.14,47,3/1/2021 17:05,3/1/2021,6,1,28.7,3,2,3/1/2021 17:00,5,3/1/2021 17:00,5:00 PM,20.48,0.285,0.304,0.239,3031,1248,87,2259,930,65,0.745,14.443,5.945,0.415,47,37,3,34,10,2,8,0,39,4,35,8,1,7,76703,1249,2,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,17:15,2601,1923,12.375,0.739,0,0.14,4,3/1/2021 17:15,3/1/2021,6,1,28.7,1,0,3/1/2021 17:00,1,3/1/2021 17:00,5:00 PM,20.52,0.248,0.26,0.203,2601,1070,75,1923,791,55,0.739,12.375,5.094,0.355,4,1,1,0,3,0,3,0,1,1,0,3,0,3,76750,47,0,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,17:25,2117,1527,10.03,0.721,0,0.14,58,3/1/2021 17:25,3/1/2021,6,1,28.7,0,15,3/1/2021 17:00,15,3/1/2021 17:00,5:00 PM,20.57,0.209,0.213,0.163,2117,871,61,1527,628,44,0.721,10.03,4.128,0.288,58,14,0,14,44,15,29,0,30,8,22,28,7,21,77679,929,2,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,17:35,2331,1720,11.088,0.738,0,0.14,9,3/1/2021 17:35,3/1/2021,6,1,28.7,0,0,3/1/2021 17:00,0,3/1/2021 17:30,5:30 PM,20.55,0.227,0.232,0.181,2331,959,67,1720,708,49,0.738,11.088,4.564,0.318,9,8,0,8,1,0,1,0,8,0,8,1,0,1,78015,336,1,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,17:45,2433,1770,11.544,0.728,0,0.14,5,3/1/2021 17:45,3/1/2021,6,1,28.7,1,0,3/1/2021 17:00,1,3/1/2021 17:30,5:30 PM,20.54,0.237,0.246,0.189,2433,1001,70,1770,729,51,0.728,11.544,4.752,0.331,5,5,1,4,0,0,0,0,5,1,4,0,0,0,78049,34,0,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,17:55,2484,1822,11.806,0.733,0,0.14,64,3/1/2021 17:55,3/1/2021,6,1,28.7,4,16,3/1/2021 17:00,20,3/1/2021 17:30,5:30 PM,20.54,0.237,0.245,0.19,2484,1023,71,1822,750,52,0.733,11.806,4.859,0.339,64,10,4,6,54,16,38,0,22,12,10,42,8,34,79050,1002,2,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,18:05,2493,1839,11.859,0.738,0,0.14,327,3/1/2021 18:05,3/1/2021,7,1,28.7,87,93,3/1/2021 18:00,180,3/1/2021 18:00,6:00 PM,20.53,0.24,0.249,0.194,2493,1026,72,1839,757,53,0.738,11.859,4.881,0.34,327,144,87,57,183,93,90,42,181,110,71,146,70,76,81801,2751,5,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,18:15,3654,2761,17.452,0.756,0,0.14,530,3/1/2021 18:15,3/1/2021,7,1,28.7,215,85,3/1/2021 18:00,300,3/1/2021 18:00,6:00 PM,20.41,0.341,0.371,0.295,3654,1504,105,2761,1136,79,0.756,17.452,7.183,0.501,530,345,215,130,185,85,100,147,330,201,129,200,99,101,84095,2295,4,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,18:25,3726,2771,17.748,0.744,0,0.14,522,3/1/2021 18:25,3/1/2021,7,1,28.7,184,151,3/1/2021 18:00,335,3/1/2021 18:00,6:00 PM,20.41,0.338,0.372,0.292,3726,1533,107,2771,1141,80,0.744,17.748,7.305,0.509,522,282,184,98,240,151,89,92,271,182,89,251,153,98,86834,2738,5,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,18:35,3491,2610,16.644,0.748,0,0.14,366,3/1/2021 18:35,3/1/2021,7,1,28.7,117,82,3/1/2021 18:00,199,3/1/2021 18:30,6:30 PM,20.43,0.323,0.351,0.277,3491,1437,100,2610,1074,75,0.748,16.644,6.851,0.478,366,223,117,106,143,82,61,95,181,101,80,185,98,87,87958,1124,2,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,18:45,3794,2861,18.115,0.754,0,0.14,438,3/1/2021 18:45,3/1/2021,7,1,28.7,189,63,3/1/2021 18:00,252,3/1/2021 18:30,6:30 PM,20.39,0.355,0.385,0.306,3794,1561,109,2861,1178,82,0.754,18.115,7.456,0.52,438,307,189,118,131,63,68,106,258,157,101,180,95,85,89638,1680,3,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,18:55,3853,2951,18.446,0.766,0,0.14,556,3/1/2021 18:55,3/1/2021,7,1,28.7,220,124,3/1/2021 18:00,344,3/1/2021 18:30,6:30 PM,20.39,0.359,0.387,0.311,3853,1586,111,2951,1214,85,0.766,18.446,7.592,0.529,556,356,220,136,200,124,76,142,266,177,89,290,167,123,92770,3132,5,0.14,0,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,19:05,3842,3010,18.47,0.783,0.02,0.14,309,3/1/2021 19:05,3/1/2021,8,1,28.7,102,59,3/1/2021 19:00,161,3/1/2021 19:00,7:00 PM,20.39,0.368,0.39,0.32,3842,1581,110,3010,1239,86,0.783,18.47,7.602,0.53,309,190,102,88,119,59,60,105,141,77,64,168,84,84,93878,1108,2,0.14,0.02,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,19:15,3856,3179,18.714,0.824,0.07,0.47,457,3/1/2021 19:15,3/1/2021,8,1,28.7,165,104,3/1/2021 19:00,269,3/1/2021 19:00,7:00 PM,20.38,0.387,0.397,0.339,3856,1587,111,3179,1309,91,0.824,18.714,7.703,0.537,457,254,165,89,203,104,99,103,218,138,80,239,131,108,95824,1946,3,0.47,0.07,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,19:25,3747,3116,18.214,0.831,0.13,0.48,324,3/1/2021 19:25,3/1/2021,8,1,28.7,78,76,3/1/2021 19:00,154,3/1/2021 19:00,7:00 PM,20.4,0.376,0.382,0.329,3747,1542,108,3116,1282,89,0.831,18.214,7.497,0.523,324,159,78,81,165,76,89,67,99,62,37,225,92,133,96939,1115,2,0.48,0.13,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,19:35,3865,3336,18.923,0.863,0.25,0.75,352,3/1/2021 19:35,3/1/2021,8,1,28.7,95,87,3/1/2021 19:00,182,3/1/2021 19:30,7:30 PM,20.38,0.406,0.404,0.359,3865,1591,111,3336,1373,96,0.863,18.923,7.788,0.543,352,169,95,74,183,87,96,65,119,84,35,233,98,135,98422,1483,2,0.75,0.25,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,19:45,3793,3353,18.657,0.884,0.27,0.83,348,3/1/2021 19:45,3/1/2021,8,1,28.7,92,62,3/1/2021 19:00,154,3/1/2021 19:30,7:30 PM,20.39,0.403,0.393,0.356,3793,1561,109,3353,1380,96,0.884,18.657,7.679,0.535,348,179,92,87,169,62,107,78,178,85,93,170,69,101,100214,1792,3,0.83,0.27,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,19:55,3727,3351,18.395,0.899,0.29,0.87,152,3/1/2021 19:55,3/1/2021,8,1,28.7,50,25,3/1/2021 19:00,75,3/1/2021 19:30,7:30 PM,20.39,0.404,0.387,0.355,3727,1534,107,3351,1379,96,0.899,18.395,7.571,0.528,152,88,50,38,64,25,39,5,92,43,49,60,32,28,101011,797,1,0.87,0.29,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,20:05,2986,2628,14.673,0.88,0.29,0.87,27,3/1/2021 20:05,3/1/2021,9,1,28.7,1,10,3/1/2021 20:00,11,3/1/2021 20:00,8:00 PM,20.47,0.328,0.308,0.278,2986,1229,86,2628,1082,75,0.88,14.673,6.039,0.421,27,7,1,6,20,10,10,0,15,6,9,12,5,7,101350,339,1,0.87,0.29,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,20:15,2531,2233,12.445,0.882,0.29,0.88,218,3/1/2021 20:15,3/1/2021,9,1,28.7,72,54,3/1/2021 20:00,126,3/1/2021 20:00,8:00 PM,20.52,0.285,0.262,0.237,2531,1042,73,2233,919,64,0.882,12.445,5.122,0.357,218,118,72,46,100,54,46,34,126,79,47,92,47,45,102801,1452,2,0.88,0.29,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,20:25,3369,3004,16.602,0.892,0.37,0.96,460,3/1/2021 20:25,3/1/2021,9,1,28.7,155,122,3/1/2021 20:00,277,3/1/2021 20:00,8:00 PM,20.43,0.367,0.35,0.319,3369,1387,97,3004,1237,86,0.892,16.602,6.833,0.476,460,242,155,87,218,122,96,167,212,140,72,248,137,111,104735,1933,3,0.96,0.37,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,20:35,3631,3275,17.932,0.902,0.44,1.06,410,3/1/2021 20:35,3/1/2021,9,1,28.7,131,102,3/1/2021 20:00,233,3/1/2021 20:30,8:30 PM,20.4,0.397,0.379,0.349,3631,1495,104,3275,1348,94,0.902,17.932,7.381,0.515,410,214,131,83,196,102,94,119,187,120,67,223,113,110,106520,1785,3,1.06,0.44,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,20:45,3678,3402,18.26,0.925,0.48,1.19,283,3/1/2021 20:45,3/1/2021,9,1,28.7,94,70,3/1/2021 20:00,164,3/1/2021 20:30,8:30 PM,20.39,0.409,0.385,0.362,3678,1514,106,3402,1400,98,0.925,18.26,7.516,0.524,283,143,94,49,140,70,70,67,141,92,49,142,72,70,107670,1151,2,1.19,0.48,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,20:55,3782,3503,18.779,0.926,0.5,1.24,265,3/1/2021 20:55,3/1/2021,9,1,28.7,58,60,3/1/2021 20:00,118,3/1/2021 20:30,8:30 PM,20.38,0.419,0.395,0.372,3782,1557,109,3503,1442,101,0.926,18.779,7.729,0.539,265,127,58,69,138,60,78,42,84,56,28,181,62,119,108909,1239,2,1.24,0.5,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,21:05,3599,3314,17.848,0.921,0.54,1.32,160,3/1/2021 21:05,3/1/2021,10,1,28.7,29,38,3/1/2021 21:00,67,3/1/2021 21:00,9:00 PM,20.41,0.398,0.375,0.351,3599,1481,103,3314,1364,95,0.921,17.848,7.346,0.512,160,83,29,54,77,38,39,8,111,50,61,49,17,32,111051,2142,4,1.32,0.54,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,21:15,2844,2566,14.048,0.902,0.56,1.32,167,3/1/2021 21:15,3/1/2021,10,1,28.7,34,48,3/1/2021 21:00,82,3/1/2021 21:00,9:00 PM,20.48,0.322,0.298,0.275,2844,1171,82,2566,1056,74,0.902,14.048,5.782,0.403,167,61,34,27,106,48,58,11,81,53,28,86,29,57,114583,3532,6,1.32,0.56,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,21:25,3196,2912,15.815,0.911,0.66,1.33,345,3/1/2021 21:25,3/1/2021,10,1,28.7,108,69,3/1/2021 21:00,177,3/1/2021 21:00,9:00 PM,20.44,0.36,0.336,0.312,3196,1315,92,2912,1199,84,0.911,15.815,6.509,0.454,345,194,108,86,151,69,82,106,152,92,60,193,85,108,115988,1405,2,1.33,0.66,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,21:35,3523,3269,17.5,0.928,0.71,1.49,572,3/1/2021 21:35,3/1/2021,10,1,28.7,193,167,3/1/2021 21:00,360,3/1/2021 21:30,9:30 PM,20.41,0.398,0.371,0.35,3523,1450,101,3269,1345,94,0.928,17.5,7.203,0.502,572,277,193,84,295,167,128,102,228,168,60,344,192,152,118936,2948,5,1.49,0.71,0,0,28.7,M
DBH-CRE C74 M2,28.7,BOX 1,21:45,3879,3586,19.252,0.925,0.79,1.6,259,3/1/2021 21:45,3/1/2021,10,1,28.7,27,50,3/1/2021 21:00,77,3/1/2021 21:30,9:30 PM,20.37,0.431,0.407,0.383,3879,1596,111,3586,1476,103,0.925,19.252,7.924,0.553,259,115,27,88,144,50,94,40,33,19,14,226,58,168,120757,1820,3,1.6,0.79,0,0,28.7,M
